,instrument_token,tradingsymbol,name,instrument_type,segment,exchange
96908,277761,GABRIEL,GABRIEL INDIA,EQ,NSE,NSE
96909,2259969,GAEL,GUJARAT AMBUJA EXPORTS LT,EQ,NSE,NSE
96910,1207553,GAIL,GAIL (INDIA),EQ,NSE,NSE
96911,5195777,GAL,GYSCOAL ALLOYS,EQ,NSE,NSE
96912,336641,GALAXYSURF,GALAXY SURFACTANTS,EQ,NSE,NSE
96913,3414273,GALLANTT,GALLANTT METAL,EQ,NSE,NSE
96914,5155841,GALLISPAT,GALLANTT ISPAT,EQ,NSE,NSE
96915,3613697,GANDHITUBE,GANDHI SPL. TUBES,EQ,NSE,NSE
96916,1777665,GANECOS,GANESHA ECOSPHERE,EQ,NSE,NSE
96917,1437185,GANESHBE,GANESH BENZOPLAST,EQ,NSE,NSE
96918,3670785,GANESHHOUC,GANESH HOUSING CORP,EQ,NSE,NSE
96919,1268993,GANGAFORGE,GANGA FORGING,EQ,NSE,NSE
96920,5478145,GANGESSECU,GANGES SECURITIES,EQ,NSE,NSE
96921,281601,GARFIBRES,GARWARE TECH FIBRES,EQ,NSE,NSE
96922,2178561,GATEWAY,GATEWAY DISTRIPARKS,EQ,NSE,NSE
96923,3504129,GATI,GATI,EQ,NSE,NSE
96924,946945,GAYAHWS-BE,GAYATRI HIGHWAYS,EQ,NSE,NSE
96925,6405889,GAYAPROJ,GAYATRI PROJECTS,EQ,NSE,NSE
96926,3496449,GEECEE,GEECEE VENTURES,EQ,NSE,NSE
96927,4588033,GEEKAYWIRE,GEEKAY WIRES,EQ,NSE,NSE
96928,560129,GENCON,GENERIC ENG CONS PROJ,EQ,NSE,NSE
96929,2884865,GENESYS-BE,GENESYS INTL CORPN,EQ,NSE,NSE
96930,1689601,GENUSPAPER,GENUS P&B,EQ,NSE,NSE
96931,3047681,GENUSPOWER,GENUS POWER INFRASTRU,EQ,NSE,NSE
96932,3045377,GEOJITFSL,GEOJIT FINANCIAL SER L,EQ,NSE,NSE
96933,2012673,GEPIL,GE POWER INDIA,EQ,NSE,NSE
96934,3526657,GESHIP,THE GE SHPG.LTD,EQ,NSE,NSE
96935,4296449,GET&D,GE T&D INDIA,EQ,NSE,NSE
96936,329985,GFLLIMITED,GFL,EQ,NSE,NSE
96937,2836225,GFSTEELS-BE,GRAND FOUNDRY,EQ,NSE,NSE
96938,288513,GHCL,GHCL,EQ,NSE,NSE
96939,291585,GICHSGFIN,GIC HOUSING FINANCE,EQ,NSE,NSE
96940,4816641,GICL-SM,,EQ,NSE,NSE
96941,70913,GICRE,GENERAL INS CORP OF INDIA,EQ,NSE,NSE
96942,4566785,GILLANDERS,GILLANDERS ARBUTHNOT,EQ,NSE,NSE
96943,403457,GILLETTE,GILLETTE INDIA,EQ,NSE,NSE
96944,812033,GILT5YBEES,RELCAPAMC - NETFGILT5Y,EQ,NSE,NSE
96945,292353,GINNIFILA,GINNI FILAMENTS,EQ,NSE,NSE
96946,293121,GIPCL,GUJ IND POW CO.,EQ,NSE,NSE
96947,605441,GIRIRAJ-SM,,EQ,NSE,NSE
96948,2543361,GIRRESORTS-IT,,EQ,NSE,NSE
96949,4443393,GKWLIMITED,GKW,EQ,NSE,NSE
96950,303617,GLAND,GLAND PHARMA,EQ,NSE,NSE
96951,295169,GLAXO,GLAXOSMITHKLINE PHARMA LT,EQ,NSE,NSE
96952,1895937,GLENMARK,GLENMARK PHARMACEUTICALS,EQ,NSE,NSE
96953,2153473,GLFL-BE,GUJARAT LEASE FINANCING L,EQ,NSE,NSE
96954,362241,GLOBAL,GLOBAL EDUCATION,EQ,NSE,NSE
96955,3516161,GLOBALVECT,GLOBAL VEC HELICORP,EQ,NSE,NSE
96956,100609,GLOBE,GLOBE TEXTILES (I).,EQ,NSE,NSE
96957,4460545,GLOBUSSPR,GLOBUS SPIRITS,EQ,NSE,NSE
96958,1347841,GLS,GLENMARK LIFE SCIENCE,EQ,NSE,NSE
96959,299009,GMBREW,G M BREWERIES,EQ,NSE,NSE
96960,1332225,GMDCLTD,GUJARAT MINERAL DEV CORP,EQ,NSE,NSE
96961,401921,GMMPFAUDLR,GMM PFAUDLER,EQ,NSE,NSE
96962,3463169,GMRINFRA,GMR INFRASTRUCTURE.,EQ,NSE,NSE
96963,2183425,GMRP&UI,GMR POW AND URBAN INFRA L,EQ,NSE,NSE
96964,4754177,GNA,GNA AXLES,EQ,NSE,NSE
96965,300545,GNFC,GUJ NAR VAL FER & CHEM L,EQ,NSE,NSE
96966,3759873,GOACARBON,GOA CARBON,EQ,NSE,NSE
96967,1014529,GOCLCORP,GOCL CORPORATION,EQ,NSE,NSE
96968,1782785,GOCOLORS,GO FASHION INDIA,EQ,NSE,NSE
96969,302337,GODFRYPHLP,GODFREY PHILLIPS INDIA LT,EQ,NSE,NSE
96970,412161,GODHA-BE,GODHA CABCON INSULAT,EQ,NSE,NSE
96971,36865,GODREJAGRO,GODREJ AGROVET,EQ,NSE,NSE
96972,2585345,GODREJCP,GODREJ CONSUMER PRODUCTS,EQ,NSE,NSE
96973,2796801,GODREJIND,GODREJ INDUSTRIES,EQ,NSE,NSE
96974,4576001,GODREJPROP,GODREJ PROPERTIES,EQ,NSE,NSE
96975,1282561,GOENKA-BZ,,EQ,NSE,NSE
96976,3015169,GOKEX,GOKALDAS EXPORTS.,EQ,NSE,NSE
96977,4276481,GOKUL,GOKUL REFOILS & SOLV,EQ,NSE,NSE
96978,3707905,GOKULAGRO-BE,GOKUL AGRO RESOURCES,EQ,NSE,NSE
96979,3693569,GOLDBEES,NIP IND ETF GOLD BEES,EQ,NSE,NSE
96980,321281,GOLDENTOBC,GOLDEN TOBACCO,EQ,NSE,NSE
96981,3064577,GOLDIAM,GOLDIAM INTERNATIONAL,EQ,NSE,NSE
96982,3720961,GOLDSHARE,UTI GOLD ETF,EQ,NSE,NSE
96983,257,GOLDSTAR-SM,,EQ,NSE,NSE
96984,2527745,GOLDTECH,GOLDSTONE TECHNOLOGIES LT,EQ,NSE,NSE
96985,1568001,GOODLUCK,GOODLUCK INDIA,EQ,NSE,NSE
96986,308481,GOODYEAR,GOODYEAR INDIA,EQ,NSE,NSE
96987,3432705,GPIL,GODAWARI POW & ISP,EQ,NSE,NSE
96988,5051137,GPPL,GUJARAT PIPAVAV PORT,EQ,NSE,NSE
96989,4527361,GPTINFRA,GPT INFRAPROJECTS,EQ,NSE,NSE
96990,3039233,GRANULES,GRANULES INDIA,EQ,NSE,NSE
96991,151553,GRAPHITE,GRAPHITE INDIA,EQ,NSE,NSE
96992,315393,GRASIM,GRASIM INDUSTRIES,EQ,NSE,NSE
96993,1331201,GRAUWEIL,GRAUER & WEIL IND,EQ,NSE,NSE
96994,5257729,GRAVITA-BE,GRAVITA INDIA,EQ,NSE,NSE
96995,316161,GREAVESCOT,GREAVES COTTON.,EQ,NSE,NSE
96996,1753089,GREENLAM,GREENLAM INDUSTRIES.,EQ,NSE,NSE
96997,3535361,GREENPANEL,GREENPANEL INDUSTRIES,EQ,NSE,NSE
96998,1020673,GREENPLY,GREENPLY INDUSTRIES,EQ,NSE,NSE
96999,5148161,GREENPOWER,ORIENT GREEN POWER CO,EQ,NSE,NSE
97000,4797697,GRETEX-SM,,EQ,NSE,NSE
97001,3471361,GRINDWELL,GRINDWELL NORTON,EQ,NSE,NSE
97002,1293825,GRINFRA,G R INFRAPROJECTS,EQ,NSE,NSE
97003,4549121,GROBTEA,THE GROB TEA COMPANY,EQ,NSE,NSE
97004,1675009,GRPLTD,GRP,EQ,NSE,NSE
97005,1401601,GRSE,GARDEN REACH SHIP&ENG,EQ,NSE,NSE
97006,2043393,GRWRHITECH,GARWARE HI-TECH FILMS,EQ,NSE,NSE
97007,990465,GS020123C-GS,,EQ,NSE,NSE
97008,1019393,GS020124C-GS,,EQ,NSE,NSE
97009,1051649,GS020125C-GS,,EQ,NSE,NSE
97010,1108993,GS020126C-GS,,EQ,NSE,NSE
97011,1001729,GS020723C-GS,,EQ,NSE,NSE
97012,1033985,GS020724C-GS,,EQ,NSE,NSE
97013,1068801,GS020725C-GS,,EQ,NSE,NSE
97014,996865,GS070623C-GS,,EQ,NSE,NSE
97015,1028097,GS070624C-GS,,EQ,NSE,NSE
97016,1059329,GS070625C-GS,,EQ,NSE,NSE
97017,1123073,GS070626C-GS,,EQ,NSE,NSE
97018,1011457,GS071223C-GS,,EQ,NSE,NSE
97019,1045761,GS071224C-GS,,EQ,NSE,NSE
97020,1088001,GS071225C-GS,,EQ,NSE,NSE
97021,992001,GS090323C-GS,,EQ,NSE,NSE
97022,1022721,GS090324C-GS,,EQ,NSE,NSE
97023,1056001,GS090325C-GS,,EQ,NSE,NSE
97024,1117185,GS090326C-GS,,EQ,NSE,NSE
97025,1003777,GS090923C-GS,,EQ,NSE,NSE
97026,1037825,GS090924C-GS,,EQ,NSE,NSE
97027,1070849,GS090925C-GS,,EQ,NSE,NSE
97028,990721,GS100223C-GS,,EQ,NSE,NSE
97029,1020929,GS100224C-GS,,EQ,NSE,NSE
97030,1053953,GS100225C-GS,,EQ,NSE,NSE
97031,1111297,GS100226C-GS,,EQ,NSE,NSE
97032,994305,GS100423C-GS,,EQ,NSE,NSE
97033,1025537,GS100424C-GS,,EQ,NSE,NSE
97034,1058305,GS100425C-GS,,EQ,NSE,NSE
97035,1121537,GS100426C-GS,,EQ,NSE,NSE
97036,996609,GS100523C-GS,,EQ,NSE,NSE
97037,1026817,GS100524C-GS,,EQ,NSE,NSE
97038,1059073,GS100525C-GS,,EQ,NSE,NSE
97039,1122305,GS100526C-GS,,EQ,NSE,NSE
97040,1002497,GS100823C-GS,,EQ,NSE,NSE
97041,1034753,GS100824C-GS,,EQ,NSE,NSE
97042,1069569,GS100825C-GS,,EQ,NSE,NSE
97043,1008385,GS101023C-GS,,EQ,NSE,NSE
97044,1040641,GS101024C-GS,,EQ,NSE,NSE
97045,1079041,GS101025C-GS,,EQ,NSE,NSE
97046,1010177,GS101123C-GS,,EQ,NSE,NSE
97047,1042433,GS101124C-GS,,EQ,NSE,NSE
97048,1086977,GS101125C-GS,,EQ,NSE,NSE
97049,999169,GS120623C-GS,,EQ,NSE,NSE
97050,1029377,GS120624C-GS,,EQ,NSE,NSE
97051,1062145,GS120625C-GS,,EQ,NSE,NSE
97052,1123585,GS120626C-GS,,EQ,NSE,NSE
97053,1012993,GS121223C-GS,,EQ,NSE,NSE
97054,1047809,GS121224C-GS,,EQ,NSE,NSE
97055,1089025,GS121225C-GS,,EQ,NSE,NSE
97056,992257,GS150323C-GS,,EQ,NSE,NSE
97057,1022977,GS150324C-GS,,EQ,NSE,NSE
97058,1056769,GS150325C-GS,,EQ,NSE,NSE
97059,1117697,GS150326C-GS,,EQ,NSE,NSE
97060,1128193,GS150622C-GS,,EQ,NSE,NSE
97061,999681,GS150623C-GS,,EQ,NSE,NSE
97062,1029633,GS150624C-GS,,EQ,NSE,NSE
97063,1063425,GS150625C-GS,,EQ,NSE,NSE
97064,1124609,GS150626C-GS,,EQ,NSE,NSE
97065,1004033,GS150923C-GS,,EQ,NSE,NSE
97066,1038593,GS150924C-GS,,EQ,NSE,NSE
97067,1075713,GS150925C-GS,,EQ,NSE,NSE
97068,993793,GS151222C-GS,,EQ,NSE,NSE
97069,1014785,GS151223C-GS,,EQ,NSE,NSE
97070,1048065,GS151224C-GS,,EQ,NSE,NSE
97071,1104385,GS151225C-GS,,EQ,NSE,NSE
97072,1128705,GS151226C-GS,,EQ,NSE,NSE
97073,1000193,GS170623C-GS,,EQ,NSE,NSE
97074,1030401,GS170624C-GS,,EQ,NSE,NSE
97075,1064449,GS170625C-GS,,EQ,NSE,NSE
97076,994049,GS171222C-GS,,EQ,NSE,NSE
97077,1015297,GS171223C-GS,,EQ,NSE,NSE
97078,1048321,GS171224C-GS,,EQ,NSE,NSE
97079,1106689,GS171225C-GS,,EQ,NSE,NSE
97080,993537,GS200323C-GS,,EQ,NSE,NSE
97081,1025281,GS200324C-GS,,EQ,NSE,NSE
97082,1057537,GS200325C-GS,,EQ,NSE,NSE
97083,1118209,GS200326C-GS,,EQ,NSE,NSE
97084,1005569,GS200923C-GS,,EQ,NSE,NSE
97085,1039873,GS200924C-GS,,EQ,NSE,NSE
97086,1076481,GS200925C-GS,,EQ,NSE,NSE
97087,991233,GS220223C-GS,,EQ,NSE,NSE
97088,1021185,GS220224C-GS,,EQ,NSE,NSE
97089,1055745,GS220225C-GS,,EQ,NSE,NSE
97090,1111809,GS220226C-GS,,EQ,NSE,NSE
97091,1132289,GS220230C-GS,,EQ,NSE,NSE
97092,1133825,GS220231C-GS,,EQ,NSE,NSE
97093,1134593,GS220236C-GS,,EQ,NSE,NSE
97094,1157121,GS220240C-GS,,EQ,NSE,NSE
97095,1165313,GS220250C-GS,,EQ,NSE,NSE
97096,1166081,GS220261C-GS,,EQ,NSE,NSE
97097,1125121,GS220261P-GS,,EQ,NSE,NSE
97098,1003265,GS220823C-GS,,EQ,NSE,NSE
97099,1035265,GS220824C-GS,,EQ,NSE,NSE
97100,1070081,GS220825C-GS,,EQ,NSE,NSE
97101,1133313,GS220830C-GS,,EQ,NSE,NSE
97102,1134337,GS220831C-GS,,EQ,NSE,NSE
97103,1150465,GS220836C-GS,,EQ,NSE,NSE
97104,1163777,GS220840C-GS,,EQ,NSE,NSE
97105,1165569,GS220850C-GS,,EQ,NSE,NSE
97106,1000705,GS230623C-GS,,EQ,NSE,NSE
97107,1030913,GS230624C-GS,,EQ,NSE,NSE
97108,1065217,GS230625C-GS,,EQ,NSE,NSE
97109,987905,GS231222C-GS,,EQ,NSE,NSE
97110,1015553,GS231223C-GS,,EQ,NSE,NSE
97111,1049089,GS231224C-GS,,EQ,NSE,NSE
97112,1107201,GS231225C-GS,,EQ,NSE,NSE
97113,994561,GS260423C-GS,,EQ,NSE,NSE
97114,1026305,GS260424C-GS,,EQ,NSE,NSE
97115,1058561,GS260425C-GS,,EQ,NSE,NSE
97116,1121793,GS260426C-GS,,EQ,NSE,NSE
97117,1009665,GS261023C-GS,,EQ,NSE,NSE
97118,1041409,GS261024C-GS,,EQ,NSE,NSE
97119,1080833,GS261025C-GS,,EQ,NSE,NSE
97120,1000961,GS300623C-GS,,EQ,NSE,NSE
97121,1031425,GS300624C-GS,,EQ,NSE,NSE
97122,1068545,GS300625C-GS,,EQ,NSE,NSE
97123,990209,GS311222C-GS,,EQ,NSE,NSE
97124,1017857,GS311223C-GS,,EQ,NSE,NSE
97125,1049345,GS311224C-GS,,EQ,NSE,NSE
97126,1108481,GS311225C-GS,,EQ,NSE,NSE
97127,7641601,GSCLCEMENT,GUJARAT SIDHEE CEM..,EQ,NSE,NSE
97128,319233,GSFC,GUJ STATE FERT & CHEM,EQ,NSE,NSE
97129,3378433,GSPL,GUJARAT STATE PETRO,EQ,NSE,NSE
97130,3929857,GSS-BE,GSS INFOTECH,EQ,NSE,NSE
97131,297473,GTL,GTL,EQ,NSE,NSE
97132,3518721,GTLINFRA,GTL INFRA.LTD,EQ,NSE,NSE
97133,5425921,GTPL,GTPL HATHWAY,EQ,NSE,NSE
97134,2971137,GUFICBIO,GUFIC BIOSCIENCES.,EQ,NSE,NSE
97135,324353,GUJALKALI,GUJARAT ALKALIES & CHEM,EQ,NSE,NSE
97136,3757313,GUJAPOLLO,GUJ. APOLLO IND..,EQ,NSE,NSE
97137,2713345,GUJGASLTD,GUJARAT GAS,EQ,NSE,NSE
97138,2584833,GUJRAFFIA-BE,GUJARAT RAFFIA INDUST,EQ,NSE,NSE
97139,1124097,GULFOILLUB,GULF OIL LUB. IND..,EQ,NSE,NSE
97140,2964737,GULFPETRO,GP PETROLEUMS,EQ,NSE,NSE
97141,1609217,GULPOLY,GULSHAN POLYOLS,EQ,NSE,NSE
97142,589569,HAL,HINDUSTAN AERONAUTICS,EQ,NSE,NSE
97143,12289,HAPPSTMNDS,HAPPIEST MINDS TECHNO,EQ,NSE,NSE
97144,2294785,HARDWYN-BE,HARDWYN INDIA,EQ,NSE,NSE
97145,2295809,HARIOMPIPE,HARIOM PIPE INDUSTRIES L,EQ,NSE,NSE
97146,336129,HARRMALAYA,HARRISON MALAYALAM,EQ,NSE,NSE
97147,4647425,HATHWAY,HATHWAY CABLE & DATACOM,EQ,NSE,NSE
97148,996353,HATSUN,HATSUN AGRO PRODUCT.,EQ,NSE,NSE
97149,2513665,HAVELLS,HAVELLS INDIA,EQ,NSE,NSE
97150,2154753,HAVISHA-BE,SRI HAVISHA HOSP & INFR L,EQ,NSE,NSE
97151,5742849,HBANKETF,HDFCAMC - HBANKETF,EQ,NSE,NSE
97152,3575297,HBLPOWER,HBL POWER SYSTEMS.,EQ,NSE,NSE
97153,1053697,HBSL,HB STOCKHOLDINGS,EQ,NSE,NSE
97154,352001,HCC,HINDUSTAN CONSTRUCTION CO,EQ,NSE,NSE
97155,3982081,HCG,HEALTHCARE GLOB. ENT.,EQ,NSE,NSE
97156,339713,HCL-INSYS,HCL INFOSYSTEMS,EQ,NSE,NSE
97157,1850625,HCLTECH,HCL TECHNOLOGIES,EQ,NSE,NSE
97158,340481,HDFC,HDFC,EQ,NSE,NSE
97159,5715457,HDFC-W3,,EQ,NSE,NSE
97160,1086465,HDFCAMC,HDFC AMC,EQ,NSE,NSE
97161,341249,HDFCBANK,HDFC BANK,EQ,NSE,NSE
97162,119553,HDFCLIFE,HDFC LIFE INS CO,EQ,NSE,NSE
97163,5003009,HDFCMFGETF,HDFC GOLD ETF,EQ,NSE,NSE
97164,2967297,HDFCNIFETF,HDFCAMC - HDFCNIFETF,EQ,NSE,NSE
97165,2967809,HDFCSENETF,HDFCAMC - HDFCSENETF,EQ,NSE,NSE
97166,1612033,HEALTHY,BIRLASLAMC - HEALTHY,EQ,NSE,NSE
97167,1900801,HECPROJECT,HEC INFRA PROJECTS,EQ,NSE,NSE
97168,342017,HEG,HEG,EQ,NSE,NSE
97169,592897,HEIDELBERG,HEIDELBERGCEMENT (I),EQ,NSE,NSE
97170,179457,HEMIPROP,HEMISPHERE PROP IND,EQ,NSE,NSE
97171,669185,HERANBA,HERANBA INDUSTRIES,EQ,NSE,NSE
97172,3913729,HERCULES,HERCULES HOI..,EQ,NSE,NSE
97173,1177089,HERITGFOOD,HERITAGE FOODS,EQ,NSE,NSE
97174,345089,HEROMOTOCO,HERO MOTOCORP,EQ,NSE,NSE
97175,1804289,HESTERBIO,HESTER BIOSCIENCES,EQ,NSE,NSE
97176,6914049,HEXATRADEX,HEXA TRADEX,EQ,NSE,NSE
97177,5619457,HFCL,HFCL,EQ,NSE,NSE
97178,428033,HGINFRA,H.G.INFRA ENGINEERING,EQ,NSE,NSE
97179,3766273,HGS,HINDUJA GLOBAL SOLS..,EQ,NSE,NSE
97180,2475009,HIKAL,HIKAL,EQ,NSE,NSE
97181,372481,HIL,HIL,EQ,NSE,NSE
97182,3745537,HILTON-BE,HILTON METAL FORGING,EQ,NSE,NSE
97183,348161,HIMATSEIDE,HIMATSINGKA SEIDE,EQ,NSE,NSE
97184,348929,HINDALCO,HINDALCO  INDUSTRIES ,EQ,NSE,NSE
97185,351233,HINDCOMPOS,HINDUSTAN COMPOSITES.,EQ,NSE,NSE
97186,1259521,HINDCON,HINDCON CHEMICALS,EQ,NSE,NSE
97187,4592385,HINDCOPPER,HINDUSTAN COPPER,EQ,NSE,NSE
97188,5549057,HINDMOTORS,HINDUSTAN MOTORS,EQ,NSE,NSE
97189,359169,HINDOILEXP,HINDUSTAN OIL EXPLORATION,EQ,NSE,NSE
97190,359937,HINDPETRO,HINDUSTAN PETROLEUM CORP,EQ,NSE,NSE
97191,356865,HINDUNILVR,HINDUSTAN UNILEVER.,EQ,NSE,NSE
97192,364545,HINDZINC,HINDUSTAN ZINC,EQ,NSE,NSE
97193,3555841,HIRECT,HIND RECTIFIER,EQ,NSE,NSE
97194,4946433,HISARMETAL,HISAR METAL IND.,EQ,NSE,NSE
97195,734209,HITECH,HI-TECH PIPES,EQ,NSE,NSE
97196,3881217,HITECHCORP,HITECH CORPORATION,EQ,NSE,NSE
97197,1134849,HITECHGEAR,THE HI-TECH GEARS,EQ,NSE,NSE
97198,585985,HLEGLAS,HLE GLASCOAT,EQ,NSE,NSE
97199,370689,HLVLTD,HLV,EQ,NSE,NSE
97200,5042689,HMT-BZ,,EQ,NSE,NSE
97201,4918017,HMVL,HINDUSTAN MEDIA VENT,EQ,NSE,NSE
97202,3116289,HNDFDS,HINDUSTAN FOODS,EQ,NSE,NSE
97203,4680705,HNGSNGBEES,NIP IND ETF HANGSENG BEES,EQ,NSE,NSE
97204,526337,HOMEFIRST,HOME FIRST FIN CO IND,EQ,NSE,NSE
97205,874753,HONAUT,HONEYWELL AUTOMATION IND,EQ,NSE,NSE
97206,803329,HONDAPOWER,HONDA I POWER PRODUCT,EQ,NSE,NSE
97207,3479553,HOVS,HOV SERVICES,EQ,NSE,NSE
97208,1888257,HPAL,HP ADHESIVES,EQ,NSE,NSE
97209,4389633,HPIL-SM,,EQ,NSE,NSE
97210,4781825,HPL,HPL ELECTRIC & POWER,EQ,NSE,NSE
97211,3669505,HSCL,HIMADRI SPECIALITY CHEM L,EQ,NSE,NSE
97212,3066625,HTMEDIA,HT MEDIA,EQ,NSE,NSE
97213,3636993,HUBTOWN-BE,HUBTOWN,EQ,NSE,NSE
97214,5331201,HUDCO,HSG & URBAN DEV CORPN,EQ,NSE,NSE
97215,7997441,HUDCO-N2,,EQ,NSE,NSE
97216,7503361,HUDCO-N4,,EQ,NSE,NSE
97217,7503873,HUDCO-N5,,EQ,NSE,NSE
97218,7589889,HUDCO-N6,,EQ,NSE,NSE
97219,7590401,HUDCO-N7,,EQ,NSE,NSE
97220,5101569,HUDCO-N8,,EQ,NSE,NSE
97221,5102081,HUDCO-N9,,EQ,NSE,NSE
97222,5110273,HUDCO-NA,,EQ,NSE,NSE
97223,5110785,HUDCO-NB,,EQ,NSE,NSE
97224,5111297,HUDCO-NC,,EQ,NSE,NSE
97225,5111809,HUDCO-ND,,EQ,NSE,NSE
97226,5112321,HUDCO-NE,,EQ,NSE,NSE
97227,655873,HUHTAMAKI,HUHTAMAKI INDIA,EQ,NSE,NSE
97228,2543873,IBMFNIFTY,IBULLSAMC - IBMFNIFTY,EQ,NSE,NSE
97229,3699201,IBREALEST,INDIABULLS REAL EST.,EQ,NSE,NSE
97230,1256705,IBUCCREDIT-N7,,EQ,NSE,NSE
97231,1257473,IBUCCREDIT-N8,,EQ,NSE,NSE
97232,1257985,IBUCCREDIT-N9,,EQ,NSE,NSE
97233,1261057,IBUCCREDIT-NA,,EQ,NSE,NSE
97234,1262081,IBUCCREDIT-NB,,EQ,NSE,NSE
97235,1263617,IBUCCREDIT-NC,,EQ,NSE,NSE
97236,1265153,IBUCCREDIT-ND,,EQ,NSE,NSE
97237,7712001,IBULHSGFIN,INDIABULLS HSG FIN,EQ,NSE,NSE
97238,4767745,IBULHSGFIN-N8,,EQ,NSE,NSE
97239,4768257,IBULHSGFIN-N9,,EQ,NSE,NSE
97240,4768769,IBULHSGFIN-NA,,EQ,NSE,NSE
97241,4769281,IBULHSGFIN-NB,,EQ,NSE,NSE
97242,4769793,IBULHSGFIN-NC,,EQ,NSE,NSE
97243,4770305,IBULHSGFIN-ND,,EQ,NSE,NSE
97244,4770817,IBULHSGFIN-NE,,EQ,NSE,NSE
97245,4771329,IBULHSGFIN-NF,,EQ,NSE,NSE
97246,1488641,IBULHSGFIN-NG,,EQ,NSE,NSE
97247,1489153,IBULHSGFIN-NH,,EQ,NSE,NSE
97248,1489665,IBULHSGFIN-NI,,EQ,NSE,NSE
97249,1490177,IBULHSGFIN-NJ,,EQ,NSE,NSE
97250,1490689,IBULHSGFIN-NK,,EQ,NSE,NSE
97251,1491201,IBULHSGFIN-NL,,EQ,NSE,NSE
97252,1491713,IBULHSGFIN-NM,,EQ,NSE,NSE
97253,1492225,IBULHSGFIN-NN,,EQ,NSE,NSE
97254,1495553,IBULHSGFIN-NO,,EQ,NSE,NSE
97255,1496065,IBULHSGFIN-NP,,EQ,NSE,NSE
97256,1496577,IBULHSGFIN-NQ,,EQ,NSE,NSE
97257,1497601,IBULHSGFIN-NR,,EQ,NSE,NSE
97258,1498881,IBULHSGFIN-NS,,EQ,NSE,NSE
97259,1499393,IBULHSGFIN-NT,,EQ,NSE,NSE
97260,1499905,IBULHSGFIN-NU,,EQ,NSE,NSE
97261,1500417,IBULHSGFIN-NV,,EQ,NSE,NSE
97262,1500929,IBULHSGFIN-NW,,EQ,NSE,NSE
97263,1978625,IBULHSGFIN-NX,,EQ,NSE,NSE
97264,1979137,IBULHSGFIN-NY,,EQ,NSE,NSE
97265,1979905,IBULHSGFIN-NZ,,EQ,NSE,NSE
97266,7713793,IBULHSGFIN-W1,,EQ,NSE,NSE
97267,1981441,IBULHSGFIN-Y1,,EQ,NSE,NSE
97268,1982465,IBULHSGFIN-Y2,,EQ,NSE,NSE
97269,1983745,IBULHSGFIN-Y3,,EQ,NSE,NSE
97270,1984513,IBULHSGFIN-Y4,,EQ,NSE,NSE
97271,1985281,IBULHSGFIN-Y5,,EQ,NSE,NSE
97272,1985793,IBULHSGFIN-Y6,,EQ,NSE,NSE
97273,1986817,IBULHSGFIN-Y7,,EQ,NSE,NSE
97274,1987329,IBULHSGFIN-Y8,,EQ,NSE,NSE
97275,1987841,IBULHSGFIN-Y9,,EQ,NSE,NSE
97276,1988865,IBULHSGFIN-YA,,EQ,NSE,NSE
97277,1989633,IBULHSGFIN-YB,,EQ,NSE,NSE
97278,1990913,IBULHSGFIN-YC,,EQ,NSE,NSE
97279,2335489,IBULHSGFIN-YD,,EQ,NSE,NSE
97280,2342401,IBULHSGFIN-YG,,EQ,NSE,NSE
97281,2343169,IBULHSGFIN-YH,,EQ,NSE,NSE
97282,2345729,IBULHSGFIN-YI,,EQ,NSE,NSE
97283,2351105,IBULHSGFIN-YJ,,EQ,NSE,NSE
97284,2352897,IBULHSGFIN-YK,,EQ,NSE,NSE
97285,2353921,IBULHSGFIN-YL,,EQ,NSE,NSE
97286,2357505,IBULHSGFIN-YM,,EQ,NSE,NSE
97287,2358017,IBULHSGFIN-YN,,EQ,NSE,NSE
97288,2359809,IBULHSGFIN-YO,,EQ,NSE,NSE
97289,2360577,IBULHSGFIN-YP,,EQ,NSE,NSE
97290,2369281,IBULHSGFIN-YQ,,EQ,NSE,NSE
97291,2371073,IBULHSGFIN-YR,,EQ,NSE,NSE
97292,2373889,IBULHSGFIN-YS,,EQ,NSE,NSE
97293,2374913,IBULHSGFIN-YT,,EQ,NSE,NSE
97294,2460161,ICDSLTD-BE,ICDSLTD,EQ,NSE,NSE
97295,126977,ICEMAKE-BE,ICE MAKE REFRIGERAT,EQ,NSE,NSE
97296,2611457,ICICI-M1,,EQ,NSE,NSE
97297,2716417,ICICI0102-NB,,EQ,NSE,NSE
97298,1548801,ICICI0199-NB,,EQ,NSE,NSE
97299,2727937,ICICI0202-NC,,EQ,NSE,NSE
97300,2737921,ICICI0302-NC,,EQ,NSE,NSE
97301,2576129,ICICI0401-N9,,EQ,NSE,NSE
97302,2743297,ICICI0402-NC,,EQ,NSE,NSE
97303,1677057,ICICI0699-NA,,EQ,NSE,NSE
97304,2680833,ICICI0801-NA,,EQ,NSE,NSE
97305,2688513,ICICI0901-NB,,EQ,NSE,NSE
97306,1488385,ICICI1098-NB,,EQ,NSE,NSE
97307,2698753,ICICI1101-NC,,EQ,NSE,NSE
97308,2712577,ICICI1201-NB,,EQ,NSE,NSE
97309,1522177,ICICI1298-NB,,EQ,NSE,NSE
97310,1899777,ICICI1299-NC,,EQ,NSE,NSE
97311,768257,ICICI500,ICICIPRAMC - ICICI500,EQ,NSE,NSE
